,co2,Cond,Latitude,Longitude,ODO % sat,ODO mg/L,Temp,fDOM QSU,fDOM RFU,pH
11/2/2014 0:45,1888.12307,54,-0.059770178,-51.15022791,90.48,6.834666667,30.0326,43.86366667,2.982,7
11/2/2014 0:45,1888.13713,54,-0.05979239,-51.1502699,90.49666667,6.836333333,30.03246667,43.86933333,2.984,7
11/2/2014 0:45,1888.16477,54,-0.059835054,-51.1503538,90.52666667,6.838333333,30.0322,43.892,2.991666667,7
11/2/2014 0:45,1888.17853,54,-0.059856763,-51.15039605,90.53666667,6.839333333,30.0321,43.91,2.997666667,7
11/2/2014 0:45,1888.1938,54,-0.05987864,-51.15043804,90.54666667,6.84,30.03196667,43.933,3.005333333,7
11/2/2014 0:45,1888.20974,54,-0.059900014,-51.15047978,90.55,6.840333333,30.03183333,43.961,3.014666667,7
11/2/2014 0:46,1888.51376,54,-0.060274852,-51.1511816,90.39,6.828333333,30.02936667,44.97366667,3.352,6.995666667
11/2/2014 0:46,1888.55869,54,-0.060317349,-51.15126383,90.34333333,6.825,30.0291,45.11333333,3.398666667,6.995
11/2/2014 0:46,1888.60949,54,-0.060361018,-51.15134563,90.29666667,6.821666667,30.0289,45.24233333,3.441333333,6.994333333
11/2/2014 0:46,1888.63259,54,-0.060383314,-51.1513867,90.27666667,6.82,30.0288,45.30066667,3.461,6.994
11/2/2014 0:46,1888.78353,54,-0.060518179,-51.15163229,90.21,6.814666667,30.02826667,45.55233333,3.544333333,6.992
11/2/2014 0:46,1888.8081,54,-0.060539721,-51.15167269,90.20666667,6.814666667,30.0282,45.578,3.552666667,6.991666667
11/2/2014 0:46,1888.89351,54,-0.060604764,-51.15179365,90.22,6.815666667,30.028,45.62466667,3.568,6.990666667
11/2/2014 0:46,1888.94977,54,-0.060650948,-51.15187495,90.23666667,6.816666667,30.0278,45.63066667,3.570333333,6.99
11/2/2014 0:46,1889.03666,54,-0.060719931,-51.15199691,90.26333333,6.818666667,30.0275,45.60566667,3.562,6.99
11/2/2014 0:46,1889.0699,54,-0.060742814,-51.15203731,90.27333333,6.819333333,30.0274,45.58866667,3.556333333,6.99
11/2/2014 0:46,1889.13601,54,-0.060808947,-51.15215926,90.29666667,6.821,30.02706667,45.53033333,3.537333333,6.99
11/2/2014 0:46,1889.26294,54,-0.060896957,-51.15232263,90.31666667,6.822666667,30.02656667,45.44533333,3.509333333,6.99
11/2/2014 0:46,1889.49347,54,-0.061049256,-51.1526139,90.35666667,6.826,30.02546667,45.286,3.455666667,6.99
11/2/2014 0:46,1889.52827,54,-0.061071301,-51.15265422,90.36,6.826333333,30.02526667,45.26333333,3.448,6.99
11/2/2014 0:47,1889.95016,54,-0.06134958,-51.15314364,90.36333333,6.827666667,30.0228,45.04866667,3.377,6.99
11/2/2014 0:47,1889.98721,54,-0.061372546,-51.15318538,90.36,6.827666667,30.02256667,45.03566667,3.372666667,6.99
11/2/2014 0:47,1890.09601,54,-0.061440105,-51.15331152,90.35333333,6.827333333,30.0219,44.99566667,3.359,6.99
11/2/2014 0:47,1890.20876,54,-0.061507663,-51.15343776,90.35333333,6.827333333,30.02123333,44.95433333,3.345,6.99
11/2/2014 0:47,1890.31979,54,-0.061572371,-51.15356449,90.35333333,6.827333333,30.02063333,44.90533333,3.328666667,6.99
11/2/2014 0:47,1890.44016,54,-0.061635906,-51.15369206,90.35,6.827333333,30.0201,44.84933333,3.31,6.99
11/2/2014 0:47,1890.4776,54,-0.061657866,-51.15373489,90.34666667,6.827333333,30.01996667,44.82933333,3.303333333,6.99
11/2/2014 0:47,1890.55904,54,-0.061701285,-51.15382039,90.33666667,6.826666667,30.0197,44.78733333,3.289333333,6.99
11/2/2014 0:47,1890.60153,54,-0.061723664,-51.15386222,90.33,6.826,30.01956667,44.76433333,3.281666667,6.99
11/2/2014 0:47,1892.09006,54,-0.062423218,-51.15515077,89.76666667,6.782333333,30.01843333,44.46333333,3.182666667,6.99
11/2/2014 0:48,1893.86018,54,-0.063040378,-51.15644778,89.63666667,6.773,30.0171,45.69566667,3.593,6.99
11/2/2014 0:48,1895.73623,54,-0.063586794,-51.15776257,89.47666667,6.761666667,30.0169,45.758,3.613666667,6.99
11/2/2014 0:49,1897.73256,54,-0.064044362,-51.15911759,89.06333333,6.729333333,30.01936667,45.754,3.611666667,6.980666667
11/2/2014 0:49,1899.89605,54,-0.064385924,-51.16050286,88.83666667,6.714,30.01773333,45.82133333,3.634333333,6.98
11/2/2014 0:50,1901.90207,54,-0.064654229,-51.16190323,88.74,6.706666667,30.0138,45.92633333,3.671,6.98
11/2/2014 0:50,1903.8221,54,-0.064753555,-51.16332614,89.21666667,6.742,30.01233333,45.908,3.664,6.98
11/2/2014 0:51,1906.475,54,-0.06480393,-51.16527661,88.97,6.723,30.015,45.85066667,3.645,6.98
11/2/2014 0:52,1908.41434,54,-0.064711561,-51.16669156,88.80666667,6.710666667,30.01553333,45.949,3.678333333,6.98
11/2/2014 0:52,1910.37589,54,-0.064432779,-51.1681086,89.23666667,6.743333333,30.01416667,45.708,3.597666667,6.98
11/2/2014 0:53,1912.29193,54,-0.064311242,-51.16932741,88.91,6.718333333,30.0135,45.809,3.632,6.98
11/2/2014 0:53,1914.25851,54,-0.064324988,-51.17043902,88.71,6.702333333,30.013,45.85133333,3.644666667,6.98
11/2/2014 0:54,1916.11477,54,-0.064405706,-51.17142172,88.69,6.704666667,30.0103,45.97866667,3.688666667,6.98
11/2/2014 0:54,1918.0852,54,-0.064608967,-51.17201281,89.15,6.737,30.0092,46.14233333,3.741,6.98
11/2/2014 0:55,1922.08332,54,-0.064997971,-51.17263625,89.02,6.728,30.0022,46.84233333,3.976,6.98
11/2/2014 0:56,1924.0703,54,-0.065216739,-51.17264832,89.11333333,6.736,29.9955,46.85733333,3.979333333,6.982
11/2/2014 0:56,1926.0289,54,-0.065358141,-51.17253232,89.70666667,6.782,29.99636667,46.833,3.972,6.98
11/2/2014 0:57,1928.10316,54,-0.065333834,-51.17253877,89.65,6.776666667,29.9965,46.80966667,3.965,6.98
11/2/2014 0:57,1930.0704,54,-0.065334002,-51.17251354,89.32333333,6.751333333,29.99376667,46.686,3.923,6.98
11/2/2014 0:58,1932.04997,54,-0.06527801,-51.17256534,89.37333333,6.756333333,29.9924,46.138,3.741333333,6.98
11/2/2014 0:58,1933.96852,54,-0.065267114,-51.17261379,89.13,6.737333333,29.9923,46.05666667,3.713,6.98
11/2/2014 0:59,1935.83346,54,-0.065379767,-51.17255319,89.08,6.733666667,29.994,45.577,3.553666667,6.980666667
11/2/2014 0:59,1937.77737,54,-0.06536887,-51.17255629,88.87,6.717333333,29.99336667,45.62,3.567,6.984333333
11/2/2014 1:00,1939.56239,54,-0.065188492,-51.1726956,89.58666667,6.772,29.9932,45.18633333,3.423,6.98
11/2/2014 1:00,1941.32394,54,-0.065107439,-51.17266081,89.28,6.748333333,29.99086667,45.12466667,3.402666667,6.98
11/2/2014 1:01,1943.01001,54,-0.064596646,-51.17301377,89.35,6.754,29.98886667,45.15333333,3.412,6.98
11/2/2014 1:01,1944.5806,54,-0.063768178,-51.17393503,89.68666667,6.78,29.98776667,45.34933333,3.477333333,6.98
11/2/2014 1:02,1946.07088,54,-0.063078851,-51.17499794,89.20666667,6.745333333,29.98613333,44.981,3.353666667,6.98
11/2/2014 1:02,1947.2206,54,-0.062545175,-51.17617526,89.55666667,6.771,29.9863,44.36666667,3.148666667,6.984
11/2/2014 1:03,1948.17333,54,-0.061918627,-51.17737412,89.54333333,6.768,29.98896667,44.133,3.071333333,6.99
11/2/2014 1:03,1948.71362,54,-0.061354525,-51.17857089,89.72,6.783333333,29.99446667,45.24333333,3.443,6.99
11/2/2014 1:04,1948.92866,54,-0.060851276,-51.17982977,89.56666667,6.77,29.99943333,47.07966667,4.053666667,6.983
11/2/2014 1:04,1948.71387,54,-0.06039815,-51.18109678,90.12666667,6.812,30.00006667,47.06966667,4.050333333,6.983333333
11/2/2014 1:05,1948.13901,54,-0.060004201,-51.18236915,89.85,6.791,29.9987,47.13933333,4.073666667,6.99
11/2/2014 1:05,1947.34621,54,-0.059716282,-51.18366625,90.47666667,6.839666667,30.0006,46.61366667,3.899666667,6.99
11/2/2014 1:06,1946.32861,54,-0.05946843,-51.18497718,91.10666667,6.887333333,29.99916667,45.894,3.659333333,6.99
11/2/2014 1:06,1945.12257,54,-0.059277574,-51.18630169,90.57,6.845666667,30.00173333,45.76633333,3.616333333,6.99
11/2/2014 1:07,1943.76875,54,-0.059138015,-51.18763508,91.71666667,6.931,30.00723333,46.53266667,3.871333333,6.99
11/2/2014 1:07,1942.40075,54,-0.059116306,-51.18902589,91.26,6.896333333,30.014,46.70866667,3.930666667,6.99
11/2/2014 1:08,1940.88385,54,-0.059183026,-51.19039566,90.73,6.855666667,30.02176667,46.83766667,3.974,6.99
11/2/2014 1:08,1939.24472,54,-0.059273718,-51.19177507,90.84666667,6.865333333,30.0279,46.71,3.931,6.99
11/2/2014 1:09,1937.43996,54,-0.05941445,-51.19313185,90.66,6.849666667,30.0317,46.54033333,3.873666667,6.99
11/2/2014 1:09,1935.64873,54,-0.059721898,-51.19442828,90.75333333,6.857,30.0341,45.53033333,3.537333333,6.990333333
11/2/2014 1:10,1933.73944,54,-0.060161278,-51.19575631,90.91333333,6.867,30.0369,45.533,3.538333333,7
11/2/2014 1:10,1931.72666,54,-0.060858484,-51.19701611,91.48666667,6.91,30.03566667,46.27666667,3.786333333,7
11/2/2014 1:11,1929.76714,54,-0.061665662,-51.19820156,90.97,6.871666667,30.03783333,46.02166667,3.701666667,7
11/2/2014 1:11,1927.66989,54,-0.062532183,-51.19934008,91.09333333,6.880333333,30.0396,45.69966667,3.593666667,6.997333333
11/2/2014 1:12,1925.48713,54,-0.063520996,-51.20043534,90.70666667,6.850666667,30.0377,45.48166667,3.521333333,6.997333333
11/2/2014 1:12,1922.79545,54,-0.064560939,-51.20142885,91.11666667,6.882333333,30.03596667,45.11966667,3.401,7
11/2/2014 1:13,1919.82909,54,-0.065672966,-51.20234591,91.64666667,6.922333333,30.03323333,44.12266667,3.068666667,7
11/2/2014 1:13,1916.72296,53.46666667,-0.066824807,-51.20323682,91.33,6.898,30.0351,45.362,3.481,7
11/2/2014 1:14,1913.34391,53,-0.068047224,-51.20404023,91.11333333,6.882333333,30.03943333,45.58733333,3.557333333,6.998
11/2/2014 1:14,1910.13416,53,-0.069304844,-51.2048153,90.85666667,6.863666667,30.0452,44.948,3.344,7
11/2/2014 1:15,1906.94782,53.1,-0.070385104,-51.20541788,90.61333333,6.842666667,30.0466,44.49033333,3.191333333,7
11/2/2014 1:15,1903.93451,54,-0.071318764,-51.20588534,90.53333333,6.837666667,30.04653333,44.13266667,3.071666667,7
11/2/2014 1:16,1901.13188,54,-0.072279582,-51.20640225,91.32333333,6.896666667,30.0461,44.06933333,3.051666667,7
11/2/2014 1:16,1898.39222,54,-0.073232604,-51.20696467,90.83666667,6.860333333,30.04606667,44.12366667,3.070666667,7
11/2/2014 1:17,1895.88648,54,-0.074086301,-51.20751193,90.37333333,6.825333333,30.047,44.12933333,3.070666667,6.991333333
11/2/2014 1:17,1893.35765,54,-0.074763056,-51.20814451,89.95333333,6.793333333,30.04736667,44.27666667,3.120666667,6.996
11/2/2014 1:18,1891.00278,54,-0.075135715,-51.20866645,89.94333333,6.793333333,30.04926667,46.253,3.779666667,6.994
11/2/2014 1:18,1888.65293,54,-0.07532808,-51.20910793,89.82,6.782666667,30.05423333,46.66933333,3.917666667,6.99
11/2/2014 1:19,1886.44977,54,-0.075477362,-51.20946893,89.95666667,6.792,30.0561,46.63733333,3.908,6.99
11/2/2014 1:19,1884.34994,54,-0.075547937,-51.20968678,89.85333333,6.784666667,30.05766667,46.58333333,3.888333333,6.99
11/2/2014 1:20,1882.31682,54,-0.075547937,-51.20968678,90.36333333,6.822666667,30.06513333,46.43933333,3.840666667,6.99
11/2/2014 1:20,1880.57424,54,-0.075550117,-51.20968762,90.58333333,6.838333333,30.07076667,46.48533333,3.856333333,6.994333333
11/2/2014 1:21,1878.96915,54,-0.075549949,-51.20968871,90.31333333,6.818333333,30.0704,46.51,3.864333333,6.99
11/2/2014 1:21,1877.51892,54,-0.075550703,-51.20969022,90.79666667,6.855,30.0665,46.46733333,3.851,6.99
11/2/2014 1:22,1876.33866,54,-0.075550703,-51.20969022,90.31666667,6.818666667,30.06766667,46.38233333,3.821333333,6.99
11/2/2014 1:22,1875.30024,54,-0.075551206,-51.2096924,90.20333333,6.809666667,30.067,46.295,3.792,6.992
11/2/2014 1:23,1874.40994,54,-0.075551122,-51.20969332,90.16666667,6.808,30.06326667,46.345,3.809666667,7
11/2/2014 1:23,1873.54758,54,-0.075550452,-51.20969357,89.80333333,6.779666667,30.0621,46.43966667,3.841333333,6.991
11/2/2014 1:24,1872.8658,54,-0.075550452,-51.20969357,89.58333333,6.763,30.06303333,46.68333333,3.922666667,6.991
11/2/2014 1:24,1872.22138,54,-0.075550955,-51.20969659,89.49333333,6.756666667,30.06433333,46.94733333,4.009333333,6.99
11/2/2014 1:25,1871.61098,54,-0.07555129,-51.20969726,89.47,6.754666667,30.06923333,46.85566667,3.98,6.99
11/2/2014 1:25,1871.03245,54,-0.075550955,-51.20969902,90.04333333,6.796333333,30.08023333,46.58133333,3.887666667,6.99
11/2/2014 1:26,1870.35432,54,-0.075550955,-51.20969902,89.95,6.791666667,30.0887,46.38066667,3.822,6.995
11/2/2014 1:26,1869.67328,54,-0.075549614,-51.20970103,89.94333333,6.788333333,30.0918,46.20333333,3.761666667,6.991
11/2/2014 1:27,1868.96783,54,-0.075549446,-51.20970136,90.45,6.827333333,30.09056667,46.16333333,3.748666667,6.997666667
11/2/2014 1:27,1868.25608,54,-0.075548021,-51.20970371,90.33333333,6.817666667,30.086,46.24933333,3.776666667,6.999333333
11/2/2014 1:28,1867.6927,54,-0.075548021,-51.20970371,89.82,6.778666667,30.08653333,46.35433333,3.812666667,6.997666667
11/2/2014 1:28,1867.29433,54,-0.075548943,-51.20970396,89.70333333,6.770333333,30.0859,46.455,3.847333333,6.993
11/2/2014 1:29,1867.24268,54,-0.07554844,-51.20970447,89.63,6.764,30.08593333,46.51633333,3.866,6.991666667
11/2/2014 1:29,1867.79383,54,-0.075549614,-51.20970597,89.93,6.786333333,30.0888,46.17033333,3.751,6.99
11/2/2014 1:30,1868.61721,54,-0.075721275,-51.20978594,89.88,6.781,30.09376667,46.15133333,3.744,6.99
11/2/2014 1:30,1869.6396,54,-0.075675091,-51.20956843,90.04,6.794,30.09693333,45.87966667,3.653666667,6.99
11/2/2014 1:31,1870.78062,54,-0.076384703,-51.20950833,89.80333333,6.776666667,30.10013333,45.827,3.636,6.99
11/2/2014 1:31,1871.79756,54,-0.077555152,-51.21017729,89.63,6.764,30.09803333,45.90066667,3.661333333,6.99
11/2/2014 1:32,1872.74856,54,-0.078746304,-51.21105228,89.45333333,6.752,30.09333333,46.016,3.7,6.99
11/2/2014 1:32,1873.51806,54,-0.079924632,-51.21193062,89.89333333,6.784333333,30.09003333,46.32966667,3.804666667,6.99
11/2/2014 1:33,1874.17777,54,-0.081142941,-51.21270929,90.65,6.841,30.09603333,46.48033333,3.855,6.99
11/2/2014 1:33,1874.78202,54,-0.082350103,-51.21357707,91.49,6.902666667,30.10166667,46.41133333,3.832,6.992333333
11/2/2014 1:34,1875.32945,54,-0.08354771,-51.21445323,91.13,6.876,30.10273333,46.039,3.706,6.997
11/2/2014 1:34,1876.03039,54,-0.084760319,-51.21532663,91.36,6.893666667,30.10543333,46.24866667,3.776666667,6.996
11/2/2014 1:35,1876.70296,54,-0.086027496,-51.21610204,90.44666667,6.823666667,30.1041,46.26466667,3.783,6.995
11/2/2014 1:35,1877.34048,54,-0.087259132,-51.21694501,89.79666667,6.775333333,30.1015,46.34666667,3.810333333,6.99
11/2/2014 1:36,1877.95474,54,-0.088483728,-51.21777507,89.5,6.753333333,30.1007,46.38433333,3.822333333,6.99
11/2/2014 1:36,1878.69531,54,-0.089728776,-51.21854234,89.31333333,6.738,30.1015,46.48366667,3.854666667,6.99
11/2/2014 1:37,1879.53666,54,-0.090904422,-51.21941222,90.00333333,6.789666667,30.105,46.38533333,3.823,6.99
11/2/2014 1:37,1880.1569,54,-0.09210052,-51.22024379,90.96666667,6.864,30.10773333,46.65266667,3.912666667,6.988
11/2/2014 1:38,1880.86533,54,-0.093307849,-51.22105172,91.52,6.904666667,30.1083,46.78633333,3.956666667,6.99
11/2/2014 1:38,1881.76255,54,-0.09450403,-51.22188614,91.11333333,6.874,30.1062,46.92866667,4.003666667,6.983
11/2/2014 1:39,1882.46298,54,-0.095700463,-51.22273497,90.18333333,6.804,30.1076,46.948,4.01,6.99
11/2/2014 1:39,1882.87399,54,-0.096825818,-51.22366696,89.76666667,6.771666667,30.11093333,46.961,4.015666667,6.99
11/2/2014 1:40,1883.12545,54,-0.09797615,-51.22456667,89.51,6.752666667,30.11846667,46.92533333,4.003,6.99
11/2/2014 1:40,1883.36627,54,-0.099139977,-51.22545498,89.67,6.764,30.12303333,46.41466667,3.832333333,6.993666667
11/2/2014 1:41,1883.60967,54,-0.100257285,-51.22636895,89.84666667,6.778333333,30.12183333,45.46133333,3.515,6.99
11/2/2014 1:41,1884.001,54,-0.101417592,-51.2272472,89.78666667,6.771666667,30.1165,44.76133333,3.283,6.988333333
11/2/2014 1:42,1884.41935,54,-0.102608996,-51.22807341,89.65666667,6.764,30.1158,44.303,3.129333333,6.99
11/2/2014 1:42,1885.04454,54,-0.103770141,-51.22894781,89.75666667,6.771333333,30.1115,44.531,3.204333333,6.99
11/2/2014 1:43,1886.12721,54,-0.104943691,-51.22979798,89.71333333,6.769,30.1014,45.513,3.530666667,6.987
11/2/2014 1:43,1887.5181,54,-0.106059741,-51.23068144,89.59,6.762333333,30.09123333,45.82866667,3.636666667,6.982333333
11/2/2014 1:44,1889.20505,54,-0.107211499,-51.23152742,89.99666667,6.792666667,30.0821,46.21566667,3.766666667,6.982333333
11/2/2014 1:44,1891.0938,54,-0.108356467,-51.23238682,89.72333333,6.771666667,30.07443333,46.98833333,4.023,6.98
11/2/2014 1:45,1893.0122,54,-0.109499339,-51.23325284,89.92333333,6.788666667,30.06783333,47.05666667,4.048,6.988
11/2/2014 1:45,1894.91263,54,-0.11066962,-51.23407988,90.16,6.806333333,30.06386667,47.17666667,4.088,6.981666667
11/2/2014 1:46,1896.95266,54,-0.111810397,-51.23493374,89.66333333,6.770666667,30.05603333,47.159,4.081,6.98
11/2/2014 1:46,1899.05606,54,-0.112998867,-51.23572877,89.74333333,6.776,30.05723333,47.12166667,4.069,6.98
11/2/2014 1:47,1900.87253,54,-0.114153307,-51.23656805,89.87333333,6.786666667,30.0703,47.086,4.056333333,6.98
11/2/2014 1:47,1902.80602,54,-0.115327025,-51.23736265,90.68666667,6.845666667,30.0738,46.87433333,3.986,6.98
11/2/2014 1:48,1904.62909,54,-0.11649278,-51.23816379,90.68666667,6.844,30.08776667,46.44066667,3.841,6.98
11/2/2014 1:48,1906.28306,54,-0.11765602,-51.23897047,89.98333333,6.790333333,30.09703333,46.41033333,3.830333333,6.98
11/2/2014 1:49,1907.93779,54,-0.118837953,-51.23975066,89.48333333,6.751333333,30.09853333,46.21266667,3.766333333,6.98
11/2/2014 1:49,1909.55289,54,-0.119992476,-51.24054928,89.84666667,6.779333333,30.0978,46.096,3.727666667,6.981666667
11/2/2014 1:50,1911.27835,54,-0.121186394,-51.24126351,90.73,6.846333333,30.09396667,46.72533333,3.936333333,6.983666667
11/2/2014 1:51,1914.66408,54,-0.123602226,-51.24273495,90.10333333,6.801333333,30.07656667,46.94933333,4.010666667,6.98
11/2/2014 1:51,1916.48781,54,-0.124814082,-51.24347507,90.10666667,6.802333333,30.07416667,46.81966667,3.968333333,6.98
11/2/2014 1:52,1918.34058,54,-0.126008922,-51.24426188,89.88333333,6.784666667,30.07196667,46.878,3.987333333,6.98
11/2/2014 1:52,1920.256,54,-0.127205187,-51.24504299,89.42333333,6.751,30.06926667,47.06033333,4.047666667,6.98
11/2/2014 1:53,1922.13461,54,-0.128471358,-51.24572838,88.95666667,6.716333333,30.0673,47.108,4.062666667,6.98
11/2/2014 1:53,1923.95827,54,-0.129719339,-51.24643195,88.89,6.711,30.06183333,47.16666667,4.083333333,6.98
11/2/2014 1:54,1925.65416,54,-0.13090563,-51.24725556,88.91666667,6.715,30.059,47.37666667,4.152,6.98
11/2/2014 1:54,1927.34297,54,-0.132059399,-51.24806508,89.29333333,6.742333333,30.05903333,47.32833333,4.136,6.98
11/2/2014 1:55,1928.8198,54,-0.133278044,-51.24878844,89.60666667,6.765333333,30.0605,47.066,4.048333333,6.98
11/2/2014 1:55,1929.91926,54,-0.134485122,-51.24954642,89.5,6.759333333,30.05586667,47.10333333,4.061333333,6.98
11/2/2014 1:56,1931.07873,54,-0.135673508,-51.25031579,89.39,6.749666667,30.0492,47.38833333,4.157,6.98
11/2/2014 1:56,1932.36541,54,-0.136846639,-51.25113035,89.58666667,6.764333333,30.05813333,47.34933333,4.145,6.98
11/2/2014 1:57,1933.66098,54,-0.138014238,-51.25194984,89.23333333,6.736,30.071,47.27066667,4.117,6.98
11/2/2014 1:57,1934.94797,54,-0.139107993,-51.25285082,88.97666667,6.717,30.0771,47.22533333,4.102333333,6.98
11/2/2014 1:58,1936.12712,54,-0.140318256,-51.25360703,89.16333333,6.728666667,30.08243333,46.94166667,4.007666667,6.981333333
11/2/2014 1:58,1937.3009,54,-0.141516449,-51.25438655,89.31333333,6.740666667,30.08403333,46.76833333,3.951,6.985333333
11/2/2014 1:59,1938.47411,54,-0.142650856,-51.25523639,89.38666667,6.745666667,30.083,46.47833333,3.853666667,6.983666667
11/2/2014 1:59,1939.42601,54,-0.143876458,-51.2559797,89.67,6.767666667,30.0803,46.483,3.855333333,6.98
11/2/2014 2:00,1940.00845,54,-0.145084625,-51.25672652,89.85,6.782666667,30.0736,46.866,3.983333333,6.98
11/2/2014 2:00,1940.35777,54,-0.146298911,-51.25747109,89.81666667,6.782333333,30.05156667,47.17433333,4.085,6.980666667
11/2/2014 2:01,1940.84569,54,-0.147497188,-51.25825371,89.18333333,6.739,30.01403333,47.52266667,4.202333333,6.98
11/2/2014 2:01,1941.46407,54,-0.148737039,-51.25894605,89.15,6.739,29.98926667,47.749,4.277,6.98
11/2/2014 2:02,1942.13812,54,-0.149918636,-51.25974258,89.27666667,6.750666667,29.9823,47.81433333,4.299,6.98
11/2/2014 2:02,1942.67346,54,-0.15107668,-51.26057005,89.69333333,6.780333333,29.98396667,47.62733333,4.237333333,6.978333333
11/2/2014 2:03,1942.85173,54,-0.152255427,-51.2613732,89.46666667,6.764,29.9899,47.69266667,4.259,6.976333333
11/2/2014 2:03,1943.17947,54,-0.153446076,-51.2621647,89.51,6.765,30.00143333,47.72866667,4.271,6.970333333
11/2/2014 2:04,1943.75983,54,-0.154633373,-51.26296073,89.99,6.800666667,30.00963333,47.625,4.236,6.977
11/2/2014 2:04,1944.58561,54,-0.15583693,-51.26373807,89.62,6.772666667,30.01033333,47.71433333,4.265333333,6.973666667
11/2/2014 2:05,1945.5768,54,-0.157037973,-51.26450568,89.27,6.747666667,30.0085,47.70066667,4.262,6.97
11/2/2014 2:05,1946.52038,54,-0.158194508,-51.26533013,89.49,6.765666667,30.00736667,47.59033333,4.223666667,6.974333333
11/2/2014 2:06,1947.40278,54,-0.159379207,-51.26612415,89.16,6.738,30.00986667,47.58233333,4.221666667,6.98
11/2/2014 2:06,1948.13724,54,-0.16058092,-51.26689897,88.87333333,6.716333333,30.0041,47.59,4.225,6.98
11/2/2014 2:07,1948.82746,54,-0.161797134,-51.26763599,88.63,6.699666667,29.99296667,47.69566667,4.259333333,6.98
11/2/2014 2:07,1949.59001,54,-0.163003122,-51.26840302,88.69666667,6.706666667,29.98213333,47.69933333,4.260666667,6.98
11/2/2014 2:08,1950.2854,54,-0.164212296,-51.26917164,88.67666667,6.705666667,29.97753333,47.80766667,4.297333333,6.98
11/2/2014 2:08,1950.87218,54,-0.16540831,-51.26994537,88.86333333,6.720333333,29.97456667,47.91666667,4.333666667,6.977
11/2/2014 2:09,1951.33874,54,-0.166478176,-51.27088138,88.83,6.714,29.97723333,47.94366667,4.341666667,6.98
11/2/2014 2:09,1951.75029,54,-0.167500852,-51.27187815,88.84,6.718,29.9788,47.90633333,4.33,6.98
11/2/2014 2:10,1952.22572,54,-0.168557307,-51.27283545,88.70333333,6.707333333,29.988,47.87033333,4.317,6.976333333
11/2/2014 2:10,1952.55624,54,-0.169641254,-51.27377339,89.12333333,6.738,29.99386667,47.784,4.287666667,6.98
11/2/2014 2:11,1952.35687,54,-0.170744648,-51.27465583,89.05,6.732333333,30.00233333,47.45,4.178,6.976333333
11/2/2014 2:11,1951.56368,54,-0.171868075,-51.27549956,89.65333333,6.773,30.03106667,46.97466667,4.019,6.98
11/2/2014 2:12,1950.41166,54,-0.173039529,-51.2762696,89.82666667,6.783666667,30.0542,46.92566667,4.003,6.98
11/2/2014 2:12,1949.34647,54,-0.174237723,-51.27704811,89.43,6.752333333,30.0587,46.98366667,4.021333333,6.98
11/2/2014 2:13,1948.16279,54,-0.175392246,-51.27784238,89.24,6.739,30.0661,46.95433333,4.012,6.98
11/2/2014 2:13,1947.06552,54,-0.176481809,-51.2787281,89.27666667,6.738666667,30.0704,46.98266667,4.023333333,6.987333333
11/2/2014 2:14,1946.07035,54,-0.17768872,-51.27949831,89.86,6.784,30.0728,47.03366667,4.039666667,6.985
11/2/2014 2:14,1945.06447,54,-0.178866293,-51.28028546,89.49666667,6.756666667,30.0722,47.11133333,4.065,6.99
11/2/2014 2:15,1944.01378,54,-0.180111425,-51.2809975,89.34333333,6.745,30.06846667,47.15933333,4.081,6.987
11/2/2014 2:15,1942.90522,54,-0.181300649,-51.28179856,89.3,6.742333333,30.06476667,47.10966667,4.064333333,6.99
11/2/2014 2:16,1941.81126,54,-0.182487946,-51.28258134,90.12666667,6.805666667,30.0606,45.79633333,3.627333333,6.99
11/2/2014 2:16,1940.8288,54,-0.183713883,-51.28336472,89.95,6.790333333,30.05533333,45.27533333,3.453333333,6.99
11/2/2014 2:17,1939.92385,54,-0.184971588,-51.28409964,89.60333333,6.767333333,30.05323333,45.523,3.535,6.99
11/2/2014 2:17,1939.03814,54,-0.186133739,-51.28492844,89.40666667,6.751666667,30.05116667,45.89766667,3.659,6.99
11/2/2014 2:18,1937.83444,54,-0.187376356,-51.28567058,89.57666667,6.763666667,30.05226667,45.34866667,3.477666667,6.99
11/2/2014 2:18,1936.43816,54,-0.188624253,-51.28640709,89.26,6.740666667,30.05196667,45.189,3.423333333,6.99
11/2/2014 2:19,1934.98048,54,-0.189876426,-51.28715023,89.11666667,6.73,30.04853333,45.237,3.440666667,6.99
11/2/2014 2:19,1933.47398,54,-0.191133292,-51.28783654,89.03,6.723,30.0484,45.23,3.438,6.99
11/2/2014 2:20,1931.80019,54,-0.19241455,-51.28851104,89.13333333,6.730666667,30.04956667,45.24133333,3.440666667,6.989333333
11/2/2014 2:20,1929.99225,54,-0.193670494,-51.28926373,89.11333333,6.730333333,30.05016667,45.21333333,3.433,6.982333333
11/2/2014 2:21,1928.17741,54,-0.194877656,-51.29007041,89.3,6.742666667,30.05256667,45.23933333,3.441,6.99
11/2/2014 2:21,1926.12675,54,-0.196057409,-51.29088622,89.39,6.749333333,30.05536667,44.82733333,3.303333333,6.984
11/2/2014 2:22,1924.08507,54,-0.197271612,-51.29161863,89.53,6.761333333,30.05506667,44.36633333,3.148333333,6.99
11/2/2014 2:22,1922.19286,54,-0.198516911,-51.29230737,89.38666667,6.749,30.0566,44.47666667,3.187,6.99
